unique_id,random,condition,county,age2014,attendees2014,sd2014,prop_fem_attend2014,prop_sd_fem2014,receiveletter,content_recruit,content_para,recruit_num,para_read,women_more,women_ideas,women_menbetter,women_toofar,gender,yearborn,religion,race,income,age,agecat,chair_survey,distance,distance_100,age2012,attendees2012,sd2012,prop_fem_attend2012,prop_sd_fem2012,pcfemale_2014,letter,Total_Running,Total_Female_Running,Total_Gave_Speach_Female,observed
26601,3461,Control,Emery,51.7272720336914,23,1,0.409090906381607,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,1.25,55.4358978271484,49,0,0.488888889551163,NA,0,1,NA,NA,NA,0
27551,3784,Demand,Grand,59,1,1,0.333333343267441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,2.22000002861023,60.5999984741211,20,1,0.449999988079071,1,0,1,NA,NA,NA,0
67237,8895,Control,San Juan,53.0714302062988,14,2,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,2.97000002861023,56.8333320617676,15,3,0.15384615957737,0,0,1,NA,NA,NA,0
69699,4596,Supply,Sevier,58,11,2,0.300000011920929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,1.24000000953674,60.2894744873047,39,2,0.441176474094391,0.5,0,1,NA,NA,NA,0
86949,6903,Supply,Wasatch,49.5714302062988,8,1,0.428571432828903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.479999989271164,50.3499984741211,23,1,0.5,NA,0,1,NA,NA,NA,0
26617,2245,Supply+Demand,Emery,52.4285697937012,22,1,0.473684221506119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,1.23000001907349,49.8333320617676,51,2,0.520833313465118,0,0,1,NA,NA,NA,0
27579,9829,Supply+Demand,Grand,53.7272720336914,2,1,0.899999976158142,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,2.26999998092651,56.970588684082,40,1,0.552631556987762,1,1,1,NA,NA,NA,0
67263,4072,Demand,San Juan,58.9000015258789,20,2,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,2.97000002861023,62.4210510253906,41,2,0.447368413209915,0,0,1,NA,NA,NA,0
69702,5244,Control,Sevier,56.5,22,1,0.578947365283966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,1.5,58.1923065185547,29,2,0.5,1,1,1,NA,NA,NA,0
86996,6638,Control,Wasatch,47.5,4,1,0.25,0,1,3,3,NA,NA,3,4,2,3,1,44,3,5,4,64,5,1,48,0.479999989271164,58.2999992370605,12,1,0.400000005960464,0,0,1,NA,NA,NA,0
26640,8742,Control,Emery,51.7999992370605,14,0,0.461538463830948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,1.74000000953674,62.6727256774902,61,1,0.407407402992249,0,0,1,NA,NA,NA,0
67048,2230,Supply+Demand,San Juan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
69718,730,Control,Sevier,59.652172088623,24,2,0.47826087474823,0,1,3,3,NA,NA,3,4,2,2,1,57,3,5,NA,77,6,1,150,1.5,58.9000015258789,44,1,0.5,0,0,1,NA,NA,NA,0
87077,1185,Control,Wasatch,51,25,1,0.523809552192688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0.490000009536743,52.5454559326172,27,1,0.5,0,0,1,NA,NA,NA,0
26503,6602,Control,Emery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
67122,1691,Control,San Juan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
69760,4819,Supply,Sevier,52.3703689575195,27,2,0.333333343267441,0.5,3,NA,NA,NA,NA,4,4,2,3,1,35,3,5,5,55,5,1,150,1.5,49.8571434020996,52,2,0.4375,0,0,1,NA,NA,NA,0
87096,2523,Control,Wasatch,60,10,1,0.222222223877907,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0.490000009536743,65.7333297729492,36,1,0.472222208976746,1,0,1,NA,NA,NA,0
67146,5940,Demand,San Juan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
69940,1475,Demand,Sevier,61.9090919494629,12,2,0.444444447755814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,1.26999998092651,64.3888854980469,22,1,0.444444447755814,0,0,1,NA,NA,NA,0
87106,8278,Supply,Wasatch,49.3913040161133,22,3,0.428571432828903,0.333333343267441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.479999989271164,45.060001373291,59,1,0.456140339374542,1,0,0,NA,NA,NA,0
15065,4341,Demand,Carbon,51.5,14,1,0.600000023841858,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1.12999999523163,64.3571395874023,16,1,0.400000005960464,0,0,0,NA,NA,NA,0
67167,5445,Supply+Demand,San Juan,27,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,2.91000008583069,50.3333320617676,4,0,0.5,NA,NA,0,NA,NA,NA,0
69964,6090,Control,Sevier,62.7000007629395,10,1,0.400000005960464,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,1.27999997138977,60.439998626709,28,2,0.538461565971375,0.5,1,1,NA,NA,NA,0
15077,9191,Control,Carbon,67,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,1.07000005245209,57.6666679382324,6,0,0.16666667163372,NA,1,0,NA,NA,NA,0
67200,431,Demand,San Juan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
69993,6223,Demand,Sevier,55.4444427490234,9,1,0.666666686534882,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,1.45000004768372,55.9722213745117,39,1,0.594594597816467,0,1,1,NA,NA,NA,0
15096,1241,Supply,Carbon,60.2000007629395,12,1,0.600000023841858,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1.0900000333786,58.0833320617676,16,1,0.625,0,0,1,NA,NA,NA,0
,NA,NA,,63.625,8,1,0.428571432828903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
67271,9896,Supply,San Juan,61.4117660522461,17,2,0.428571432828903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,2.97000002861023,61.5434799194336,51,3,0.439999997615814,0,0,1,NA,NA,NA,0
69521,2639,Control,Sevier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,1.70000004768372,61.1666679382324,27,1,0.666666686534882,0,0,1,NA,NA,NA,0
15134,9789,Supply,Carbon,45.2000007629395,15,1,0.714285731315613,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,1.07000005245209,54.1428565979004,15,1,0.666666686534882,1,0,1,NA,NA,NA,0
67318,11,Demand,San Juan,52.1578941345215,40,1,0.485714286565781,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,2.96000003814697,53.484375,66,2,0.492063492536545,0,1,1,NA,NA,NA,0
70081,489,Demand,Sevier,55.4285697937012,15,1,0.384615391492844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,1.51999998092651,59.034481048584,33,1,0.375,0,0,1,NA,NA,NA,0
15168,8636,Supply+Demand,Carbon,48.1111106872559,14,2,0.444444447755814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1.12999999523163,53.8461532592773,17,2,0.352941185235977,0,0,0,NA,NA,NA,0
67325,9830,Control,San Juan,54.7777786254883,11,2,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,2.75999999046326,59,45,2,0.511627912521362,0,0,1,NA,NA,NA,0
69235,8776,Supply+Demand,Sevier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
26574,2050,Control,Emery,48.3636360168457,12,1,0.636363625526428,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,1.62999999523163,58.5789489746094,26,0,0.545454561710358,NA,0,1,NA,NA,NA,0
31028,7763,Supply+Demand,Morgan,54.7368431091309,40,5,0.485714286565781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0390625,150,3,0.436619728803635,0.333333343267441,NA,0,NA,NA,NA,0
31125,3427,Supply,Piute,63.6428565979004,15,2,0.357142865657806,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,1.87000000476837,60.9333343505859,62,2,0.55932205915451,0,0,1,NA,NA,NA,0
31295,9055,Demand,Rich,51.7272720336914,22,1,0.318181812763214,0,NA,NA,NA,NA,NA,3,4,2,4,1,53,NA,5,5,73,6,1,109,1.0900000333786,54.5714302062988,32,1,0.5,0,0,1,NA,NA,NA,0
66953,5327,Supply+Demand,San Juan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2,0,0,NA,NA,0,NA,NA,NA,0
69385,5220,Supply,Sevier,60.523811340332,44,2,0.474999994039536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,1.55999994277954,52.6825408935547,65,2,0.444444447755814,1,0,1,NA,NA,NA,0
,NA,NA,,43,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
15217,696,Demand,Carbon,42,3,0,0.333333343267441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,1.32000005245209,50,1,0,0,NA,0,1,NA,NA,NA,0
67228,1563,Supply,San Juan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
69804,2777,Supply,Sevier,59.1538467407227,13,2,0.545454561710358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,1.50999999046326,64.8846130371094,29,1,0.519999980926514,0,0,1,NA,NA,NA,0
87123,2644,Demand,Wasatch,47,8,1,0.28571429848671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0.490000009536743,58.8148155212402,29,1,0.5,1,0,1,NA,NA,NA,0
16153,5588,Demand,Carbon,51.375,9,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.7142868041992,7,1,0.333333343267441,0,NA,0,NA,NA,NA,0
69815,7768,Supply,Sevier,63.3600006103516,25,2,0.60869562625885,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,1.50999999046326,62.7209320068359,52,1,0.583333313465118,0,0,1,NA,NA,NA,0
87199,2965,Control,Wasatch,45.4000015258789,15,2,0.466666668653488,0,1,4,4,NA,NA,4,4,3,4,1,25,3,5,4,45,4,1,49,0.490000009536743,47.5161285400391,32,2,0.59375,0,0,1,NA,NA,NA,0
15293,8474,Supply+Demand,Carbon,55.6969680786133,37,1,0.419354826211929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,1.17999994754791,59.1612892150879,39,1,0.526315808296204,0,0,1,NA,NA,NA,0
69257,9866,Control,Sevier,54.466667175293,15,2,0.200000002980232,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
87229,7028,Supply+Demand,Wasatch,49.2608680725098,26,2,0.363636374473572,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0.490000009536743,47.365852355957,87,2,0.39759036898613,1,0,1,NA,NA,NA,0
69901,7692,Supply,Sevier,53.4444427490234,47,3,0.431818187236786,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,1.5,50.6153831481934,98,3,0.5,0.333333343267441,0,1,NA,NA,NA,0
87238,2959,Demand,Wasatch,60.25,12,2,0.333333343267441,0,1,2,2,3,2,4,3,4,3,2,28,3,5,4,48,4,1,48,0.479999989271164,56.2771072387695,90,2,0.438202261924744,0.5,1,1,NA,NA,NA,0
69929,6117,Control,Sevier,54.5,27,2,0.5,0,1,3,3,NA,NA,3,4,1,2,1,46,3,5,6,66,6,1,153,1.52999997138977,52.0961532592773,57,2,0.436363637447357,0,0,1,NA,NA,NA,0
87240,7540,Supply,Wasatch,53.8571434020996,14,1,0.461538463830948,1,3,NA,NA,NA,NA,3,3,1,4,1,38,3,5,8,58,5,1,49,0.490000009536743,47.8600006103516,56,1,0.490566045045853,1,0,1,NA,NA,NA,0
16169,8412,Control,Carbon,72,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
69316,6009,Supply+Demand,Sevier,62.3333320617676,6,1,0.16666667163372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
87272,3267,Demand,Wasatch,49.8666648864746,16,1,0.5,0,1,3,1,NA,1,3,5,3,3,1,55,3,5,3,75,6,1,51,0.509999990463257,52.2444458007812,51,2,0.479999989271164,0,0,1,NA,NA,NA,0
15303,8292,Supply+Demand,Carbon,52.3333320617676,6,1,0.16666667163372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,1.29999995231628,59.5,3,0,0.333333343267441,NA,0,1,NA,NA,NA,0
15342,4091,Demand,Carbon,48.1538467407227,14,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1.0900000333786,46.6111106872559,31,2,0.551724135875702,0,0,1,NA,NA,NA,0
15199,4724,Supply,Carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0.990000009536743,66,2,1,1,NA,0,1,NA,NA,NA,0
26664,8811,Supply+Demand,Emery,58.46875,32,1,0.400000005960464,0,1,NA,NA,NA,NA,3,4,2,3,2,59,3,5,1,79,6,1,148,1.48000001907349,64.7647094726562,40,2,0.394736856222153,0,1,1,NA,NA,NA,0
30846,6319,Supply,Morgan,52.0746269226074,71,4,0.524590134620667,0.333333343267441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.479999989271164,51.9117660522461,131,4,0.456692904233932,0.25,0,1,NA,NA,NA,0
31187,2061,Demand,Piute,72.3333358764648,6,0,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,1.92999994754791,66.8000030517578,5,0,0.25,NA,0,1,NA,NA,NA,0
31435,221,Supply,Rich,64.3000030517578,11,1,0.222222223877907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,1.25,54.75,13,1,0.625,0,0,1,NA,NA,NA,0
66982,8708,Supply+Demand,San Juan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
69407,586,Supply,Sevier,55.4081649780273,50,2,0.454545468091965,0.5,1,NA,1,NA,1,3,4,1,3,2,46,3,5,6,66,6,1,138,1.37999999523163,57.4354820251465,69,2,0.49230769276619,0,1,1,NA,NA,NA,0
15451,776,Control,Carbon,63.3103446960449,35,2,0.538461565971375,0,1,4,4,NA,NA,3,3,1,3,1,62,3,5,2,82,6,1,108,1.08000004291534,59.3589744567871,43,2,0.512195110321045,0,0,1,NA,NA,NA,0
87326,6910,Supply+Demand,Wasatch,55,23,1,0.357142865657806,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0.46000000834465,57.4166679382324,29,1,0.448275864124298,0,1,1,NA,NA,NA,0
15530,6572,Demand,Carbon,55,5,1,0.75,1,1,4,4,NA,NA,1,1,1,1,2,43,3,5,6,63,5,1,108,1.08000004291534,51.2000007629395,6,1,0.666666686534882,1,1,1,NA,NA,NA,0
87374,1339,Control,Wasatch,52.9473686218262,19,2,0.277777791023254,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0.529999971389771,58.2325592041016,87,1,0.5,1,0,1,NA,NA,NA,0
15553,4975,Control,Carbon,52.9230766296387,15,1,0.230769231915474,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,1.08000004291534,61.8571434020996,26,1,0.346153855323792,0,0,1,NA,NA,NA,0
87414,5932,Supply+Demand,Wasatch,45.8333320617676,6,1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0.519999980926514,61.4642868041992,29,1,0.535714268684387,0,0,1,NA,NA,NA,0
15569,44,Supply+Demand,Carbon,58.3333320617676,17,1,0.307692319154739,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,1.08000004291534,61.235294342041,20,1,0.4375,0,0,1,NA,NA,NA,0
87446,4782,Supply,Wasatch,53.6666679382324,13,1,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0.529999971389771,57.234375,64,2,0.491803288459778,0,0,1,NA,NA,NA,0
15697,6035,Supply+Demand,Carbon,45.769229888916,13,1,0.538461565971375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1.0900000333786,58.3928565979004,29,1,0.518518507480621,0,1,1,NA,NA,NA,0
87480,8320,Supply+Demand,Wasatch,47.4000015258789,5,1,0.600000023841858,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0.529999971389771,56.1944427490234,41,0,0.461538463830948,NA,0,1,NA,NA,NA,0
15856,4846,Supply,Carbon,62.2999992370605,12,2,0.444444447755814,0,1,1,2,2,2,3,3,3,4,1,38,7,7,4,58,5,1,110,1.10000002384186,59.1764717102051,20,1,0.349999994039536,0,0,1,NA,NA,NA,0
15943,7774,Supply+Demand,Carbon,52.8333320617676,28,2,0.476190477609634,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,1.02999997138977,59.3703689575195,34,3,0.40625,0.333333343267441,1,1,NA,NA,NA,0
15989,9505,Supply,Carbon,64.5,14,1,0.555555582046509,1,2,2,2,2,2,3,4,1,3,2,48,3,5,2,68,6,1,104,1.03999996185303,54.8461532592773,15,1,0.615384638309479,0,1,1,NA,NA,NA,0
16021,877,Control,Carbon,53.1428565979004,38,0,0.428571432828903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,1.07000005245209,53.1666679382324,41,2,0.473684221506119,0,0,1,NA,NA,NA,0
15446,4987,Control,Carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0.990000009536743,61,2,0,0.5,NA,0,1,NA,NA,NA,0
26672,3695,Supply,Emery,52.1034469604492,30,1,0.461538463830948,0,1,3,3,NA,NA,3,4,2,3,2,48,3,5,4,68,6,1,148,1.48000001907349,56.2222213745117,58,2,0.5,0,1,1,NA,NA,NA,0
30912,2288,Supply,Morgan,58,23,1,0.476190477609634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0.589999973773956,61.0263175964355,86,2,0.530864179134369,0.5,0,1,NA,NA,NA,0
31224,3329,Supply,Piute,57.0571441650391,36,1,0.533333361148834,1,1,1,1,3,1,3,4,3,3,1,36,3,5,4,56,5,1,200,2,55.5681800842285,47,2,0.477272719144821,0.5,0,1,NA,NA,NA,0
31490,3165,Control,Rich,57.4545440673828,11,1,0.333333343267441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,1.27999997138977,83.5,12,0,0.5,NA,1,1,NA,NA,NA,0
67007,3952,Control,San Juan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
,NA,NA,,65.5,2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
16107,2716,Supply+Demand,Carbon,57.625,10,1,0.571428596973419,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,1.13999998569489,58,4,1,0.25,0,0,1,NA,NA,NA,0
87569,7251,Supply+Demand,Wasatch,45.461540222168,13,1,0.363636374473572,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0.5,49.8026313781738,90,1,0.428571432828903,0,0,1,NA,NA,NA,0
87576,2832,Demand,Wasatch,52.25,4,1,0.333333343267441,NA,1,1,3,3,NA,3,4,3,5,2,23,3,5,4,43,3,1,51,0.509999990463257,46.6666679382324,8,1,0.625,1,1,1,NA,NA,NA,0
87595,6435,Control,Wasatch,35.625,10,1,0.75,0,3,NA,NA,NA,NA,3,4,3,3,1,15,3,5,5,35,3,1,48,0.479999989271164,44.8636360168457,40,1,0.349999994039536,0,0,0,NA,NA,NA,0
