ID,age,female,pre_score,noise,Y_Z_0,Y_Z_1,Z,Z_cond_prob,Y
203,57,0,49,-5.064952330320142,48,51,1,0.4,51
204,25,1,38,-12.266667199389726,24,27,0,0.6,24
205,37,1,30,5.873670905943183,44,46,0,0.6,44
206,19,0,30,-16.09752752902848,8,10,1,0.4,10
207,29,1,56,0.7611602568741356,48,52,1,0.4,52
208,52,1,59,-12.785382883224957,48,52,1,0.4,52
209,53,0,64,6.466151530051922,65,70,1,0.4,70
210,18,0,62,3.83772939609359,44,49,0,0.6,44
211,45,0,57,-2.711206628321701,48,52,0,0.6,48
212,23,1,38,-12.864259884938651,23,25,0,0.6,23
213,21,0,59,-12.185907142993077,28,32,0,0.6,28
214,26,1,41,5.125443474171343,44,46,0,0.6,44
215,54,0,34,-14.991896771746713,29,31,1,0.4,31
216,35,0,53,2.5513098400339658,47,50,0,0.6,47
217,26,1,23,1.3704923433166314,31,32,0,0.6,31
218,52,1,49,-10.030742427575564,45,49,0,0.6,45
219,58,0,71,2.706654751017184,67,73,1,0.4,73
220,22,1,86,-22.19131398569827,37,44,0,0.6,37
221,60,0,36,14.357463474228297,62,64,0,0.6,62
222,57,0,33,-9.65383460925406,35,37,0,0.6,35
223,41,1,60,-0.4914448037177324,55,60,0,0.6,55
224,34,0,23,-11.129089014609603,17,18,0,0.6,17
225,43,1,46,-19.500688878217062,30,33,0,0.6,30
226,31,1,47,3.0145901103797197,47,50,0,0.6,47
227,20,0,75,0.578043424197309,48,54,1,0.4,54
228,32,0,43,-7.280310672531213,30,33,1,0.4,33
229,24,1,26,-12.093725821878639,18,19,0,0.6,18
230,61,0,64,12.595477668126158,75,80,0,0.6,75
231,61,1,46,17.204300411047882,76,79,0,0.6,76
232,22,0,29,5.043734912530474,31,32,0,0.6,31
233,33,1,63,14.69034854561132,68,72,0,0.6,68
234,43,0,31,9.405367118955935,46,48,1,0.4,48
235,35,0,53,-15.99884154803567,28,32,0,0.6,28
236,64,0,72,-7.992585287698713,60,66,1,0.4,66
237,27,1,64,-32.141390146414786,18,23,0,0.6,18
238,32,1,87,5.480467223642632,70,77,0,0.6,70
239,59,1,30,18.041260718181032,68,69,1,0.4,69
240,45,1,66,3.816089539000527,64,69,0,0.6,64
241,43,0,66,-9.091214930740108,45,51,0,0.6,45
242,27,1,30,13.598170470135837,47,49,1,0.4,49
243,50,1,69,8.919298065576752,73,79,0,0.6,73
244,36,0,40,12.680577747294375,51,53,1,0.4,53
245,33,0,64,-1.9292798346874587,47,51,0,0.6,47
246,32,0,19,7.136458442230504,33,33,0,0.6,33
247,24,0,64,9.10264116864846,53,58,0,0.6,53
248,31,0,56,-8.405958323938744,35,39,1,0.4,39
249,65,0,58,10.69377134613491,72,76,1,0.4,76
250,41,1,68,3.0841572863998485,63,68,1,0.4,68
251,39,0,41,-4.5486921163585405,35,38,0,0.6,35
252,39,0,26,6.199137564056781,39,40,1,0.4,40
253,41,1,71,-1.0679400559036034,60,66,1,0.4,66
254,29,1,24,0.5440455384217737,32,33,0,0.6,32
255,37,1,67,13.079596461712352,70,75,1,0.4,75
256,36,0,59,2.9992678585070838,50,55,0,0.6,50
257,25,0,8,-13.029594644001754,3,3,0,0.6,3
258,61,1,40,13.277231511129116,69,71,1,0.4,71
259,49,0,67,-11.344414190293033,47,52,0,0.6,47
260,39,0,81,2.117921516243127,62,69,1,0.4,69
261,58,0,21,-16.892123843067274,23,23,0,0.6,23
262,18,0,43,15.921171860070856,46,49,1,0.4,49
263,19,1,49,7.203448928212871,46,50,0,0.6,46
264,34,0,31,1.9667355189531577,34,36,0,0.6,34
265,64,0,75,12.038095668223384,82,88,0,0.6,82
266,36,1,65,-2.995988334931923,53,58,0,0.6,53
267,60,0,64,-3.1463723444070975,59,64,0,0.6,59
268,19,1,-8,8.20770377836869,19,16,0,0.6,19
269,52,0,79,4.796389389630679,70,77,1,0.4,77
270,33,1,46,-6.4921845091726045,38,41,0,0.6,38
271,39,1,72,-16.26289998778725,44,50,1,0.4,50
272,59,1,90,15.38987503234451,95,102,1,0.4,102
273,61,0,64,-1.6704041281582445,61,66,0,0.6,61
274,27,1,53,8.675743429948286,54,57,0,0.6,54
275,55,0,37,4.29747982431882,50,52,0,0.6,50
276,28,0,27,1.7993649977572421,29,30,1,0.4,30
277,64,0,59,6.836658660820908,68,73,1,0.4,73
278,44,1,76,-4.297193094424938,61,67,0,0.6,61
279,18,1,43,20.24467371387218,56,59,0,0.6,56
280,43,0,65,19.03653774760067,73,78,0,0.6,73
281,54,0,62,10.97866700288876,69,74,0,0.6,69
282,36,1,41,-3.666462241585334,40,42,0,0.6,40
283,59,1,75,9.054581842392246,81,87,1,0.4,87
284,22,0,57,8.189782375257897,48,52,0,0.6,48
285,20,1,53,-18.97211877222005,23,26,1,0.4,26
286,54,0,72,6.932944303283062,70,76,0,0.6,70
287,24,1,78,-6.958136419601929,49,55,1,0.4,55
288,45,1,20,18.570672117877184,56,57,0,0.6,56
289,49,1,61,-2.3539832890644314,58,62,0,0.6,58
290,58,0,90,-5.658314506613289,68,76,0,0.6,68
291,18,0,14,12.886193738222179,29,29,0,0.6,29
292,33,0,57,4.133722665571655,49,53,1,0.4,53
293,25,1,55,-2.83092845893137,42,46,1,0.4,46
294,39,1,51,14.218232821665747,64,68,0,0.6,64
295,23,1,28,-5.65450030471974,25,26,0,0.6,25
296,26,0,71,-16.495827205591947,32,38,0,0.6,32
297,22,0,37,-1.2779338100323188,28,30,0,0.6,28
298,37,0,39,-2.4656738768810382,36,38,0,0.6,36
299,20,1,49,-7.958668526356165,32,35,0,0.6,32
300,52,0,72,10.355909990369348,72,78,0,0.6,72
301,36,1,54,6.890658579976839,57,61,0,0.6,57
302,43,0,63,-11.702885402379408,41,46,0,0.6,41
303,35,1,73,-5.627407543207683,53,59,0,0.6,53
304,53,1,45,-11.8508983210198,42,45,1,0.4,45
305,30,1,51,28.165442299233597,74,77,0,0.6,74
306,54,0,35,-3.1825578224922606,41,43,0,0.6,41
307,54,1,3,15.930701746131996,49,48,0,0.6,49
308,43,1,35,10.320362697347104,54,56,0,0.6,54
309,35,0,47,3.2022895241897102,44,47,1,0.4,47
310,23,1,53,-18.007681610775233,25,29,0,0.6,25
311,19,1,-20,7.92015760798674,12,9,1,0.4,9
312,31,1,73,-2.4909085668720943,55,60,1,0.4,60
313,36,0,37,-14.002403845377005,22,25,0,0.6,22
314,19,1,10,24.646716311825237,44,44,0,0.6,44
315,23,1,37,3.531492327735713,39,41,0,0.6,39
316,50,1,46,1.6734506687773272,55,58,0,0.6,55
317,50,0,29,-15.957568121175314,24,25,1,0.4,25
318,40,0,43,-3.479471858256504,38,41,1,0.4,41
319,46,1,66,12.880326187358929,74,79,1,0.4,79
320,52,1,64,4.217126235329448,67,72,0,0.6,67
321,44,1,64,-2.458724759317073,57,61,0,0.6,57
322,38,1,67,-12.817730178995676,45,50,0,0.6,45
323,48,0,39,23.597061060397436,67,69,0,0.6,67
324,65,1,45,10.735442228941954,71,74,1,0.4,74
325,47,1,86,8.597319445077753,80,87,0,0.6,80
326,63,1,37,12.717094570386813,68,70,0,0.6,68
327,18,0,45,-11.888475203290486,20,23,0,0.6,20
328,28,0,82,-17.14567085655929,38,45,1,0.4,45
329,32,0,40,-4.990228493215309,31,34,1,0.4,34
330,56,1,56,2.8099480099525485,64,68,0,0.6,64
331,60,1,41,-5.426022180512813,50,53,0,0.6,50
332,32,0,53,-0.1565999493221622,42,46,1,0.4,46
333,64,1,65,-3.906608669959497,66,71,1,0.4,71
334,36,1,67,-2.134110884281818,54,60,1,0.4,60
335,37,1,43,-10.23833066305441,35,38,0,0.6,35
336,51,0,62,21.53723421042995,78,83,1,0.4,83
337,65,1,69,2.568196047488129,75,80,0,0.6,75
338,62,1,3,-9.890397580437353,28,26,0,0.6,28
339,64,1,20,-16.875255710745343,30,31,0,0.6,30
340,51,1,21,-18.818504539367076,22,23,0,0.6,22
341,62,0,18,7.870950919262062,48,48,0,0.6,48
342,62,1,38,7.2391535180430235,62,65,0,0.6,62
343,31,0,19,-7.634450068834463,17,18,1,0.4,18
344,30,1,38,-0.9231209780072834,38,40,0,0.6,38
345,43,1,40,-5.696573814598879,41,43,0,0.6,41
346,24,1,48,7.448550346314496,48,52,1,0.4,52
347,19,1,60,7.229282046847284,52,56,1,0.4,56
348,28,0,49,-5.457972559395563,33,36,0,0.6,33
349,59,1,53,11.21353329612364,72,76,1,0.4,76
350,59,1,79,20.769537603516575,95,101,0,0.6,95
351,53,0,33,8.635775592767738,52,53,0,0.6,52
352,38,1,67,7.57265819721256,65,70,1,0.4,70
353,49,0,29,12.888126403170752,52,53,0,0.6,52
354,37,1,54,-4.838354190451363,46,50,0,0.6,46
355,53,1,66,-11.810368925951877,53,58,1,0.4,58
356,50,0,19,4.586786929859286,39,39,1,0.4,39
357,32,0,42,-2.1842222539626768,35,38,1,0.4,38
358,20,1,29,4.092624821603991,34,35,0,0.6,34
359,54,1,61,-16.793001750367345,46,50,0,0.6,46
360,62,1,45,3.336189394971102,62,65,0,0.6,62
361,27,1,34,-12.00377518959614,23,25,0,0.6,23
362,34,1,51,-6.283101077106864,41,45,0,0.6,41
363,34,0,55,4.591518976522902,49,53,1,0.4,53
364,60,1,55,-12.462093883407467,50,54,0,0.6,50
365,44,0,16,-8.372297422275047,22,22,1,0.4,22
366,40,0,39,-10.745653719746448,29,31,0,0.6,29
367,27,1,45,0.7649736705573041,42,45,1,0.4,45
368,63,1,48,-9.031004317231888,51,55,0,0.6,51
369,25,1,82,-19.73183613838937,39,45,1,0.4,45
370,31,1,37,13.847782038580444,53,55,1,0.4,55
371,59,0,62,6.289904220575204,67,71,0,0.6,67
372,65,1,76,-7.362023206172391,68,74,1,0.4,74
373,62,1,27,3.9970076345393424,53,55,1,0.4,55
374,36,1,41,8.22487333835957,52,54,0,0.6,52
375,47,0,44,1.131131631981618,47,50,0,0.6,47
376,59,0,65,-1.1232129740697658,61,66,1,0.4,66
377,62,0,62,-4.127900715006009,58,63,1,0.4,63
378,64,0,43,2.457696463893957,56,59,0,0.6,56
379,54,0,37,3.854232100557409,49,52,0,0.6,49
380,37,1,58,5.887935723852545,58,63,1,0.4,63
381,31,0,16,1.584716588408721,25,25,1,0.4,25
382,30,0,36,-10.691554821516325,22,24,1,0.4,24
383,37,0,48,8.55015938620607,51,54,0,0.6,51
384,48,0,45,12.917280672805848,59,62,1,0.4,62
385,60,1,47,12.922073461459874,71,75,1,0.4,75
386,30,1,46,3.752247823336284,47,50,1,0.4,50
387,54,1,62,-6.136574677206949,57,62,0,0.6,57
388,20,1,36,14.773115924012217,48,50,1,0.4,50
389,50,1,41,-0.9533726905000456,50,52,0,0.6,50
390,48,0,61,-3.1664303860650196,51,56,0,0.6,51
391,38,0,42,3.591180502369942,44,46,1,0.4,46
392,62,1,62,-11.75143163333599,55,60,1,0.4,60
393,41,1,40,-1.942723085119071,44,46,0,0.6,44
394,63,0,36,-7.847177320846831,42,44,1,0.4,44
395,63,0,36,11.811934149166916,61,63,0,0.6,61
396,63,1,58,-2.914155443302736,63,67,1,0.4,67
397,47,0,65,0.23494777058107083,56,61,0,0.6,56
398,28,0,63,13.22690964381283,59,64,0,0.6,59
399,55,1,63,-3.1697169624940793,61,66,1,0.4,66
400,55,1,53,-20.178024399779865,39,43,0,0.6,39
401,39,0,63,-0.5152000539688795,50,55,1,0.4,55
402,62,1,10,1.146628091862377,42,42,1,0.4,42
403,19,0,51,3.1117137621489235,38,42,0,0.6,38
404,47,1,21,1.4221247552363327,40,41,1,0.4,41
405,60,1,35,8.101990855880809,61,63,1,0.4,63
406,46,0,48,12.522386655341279,60,63,0,0.6,60
407,50,0,36,-13.06969596382002,30,32,0,0.6,30
408,39,0,41,7.990484116290787,48,51,0,0.6,48
409,49,0,32,-2.875098377477168,38,39,1,0.4,39
410,36,1,37,1.5110347845044347,43,45,0,0.6,43
411,52,0,53,-7.203021871324488,45,49,1,0.4,49
412,30,1,75,2.3369438104712774,60,66,0,0.6,60
413,57,0,44,3.5552746820835166,54,57,0,0.6,54
414,30,0,63,-9.418398468394349,37,42,1,0.4,42
415,26,0,36,-9.816264341100943,21,23,1,0.4,23
416,59,0,70,3.3091316546988354,68,73,1,0.4,73
417,65,0,72,2.3345761954541806,71,77,0,0.6,71
418,38,1,75,11.528213465330097,73,79,0,0.6,73
419,19,1,17,-5.413250680431307,18,18,0,0.6,18
420,45,0,40,-7.083594963709428,35,38,0,0.6,35
421,51,0,12,-3.8996258988897496,28,27,1,0.4,27
422,31,1,57,15.486284475464762,64,69,1,0.4,69
423,43,0,57,1.2821691914431441,51,55,0,0.6,51
424,56,1,48,15.584063789901542,73,76,0,0.6,73
425,63,1,50,-9.839611975538872,52,55,0,0.6,52
426,45,0,19,-6.351190427736421,26,26,1,0.4,26
427,48,1,83,-13.53240767498634,57,64,0,0.6,57
428,24,1,57,12.250724400820461,58,62,0,0.6,58
429,59,0,61,14.083431280273015,74,79,1,0.4,79
430,23,1,84,-1.0432262394770517,57,64,1,0.4,64
431,50,1,45,11.05852513222931,64,67,1,0.4,67
432,51,1,10,-5.106774481876164,30,30,1,0.4,30
433,27,0,58,-3.832193008067849,39,43,1,0.4,43
434,18,0,76,15.520331653849391,63,69,0,0.6,63
435,49,1,36,-8.743644709767887,39,41,1,0.4,41
436,25,1,26,-0.2852268772519275,30,31,0,0.6,30
437,58,0,69,-6.710534122154142,57,62,1,0.4,62
438,64,0,80,9.607645562212353,82,88,1,0.4,88
439,61,0,48,-1.3991797827265353,53,56,0,0.6,53
440,47,0,48,5.43974607375305,53,56,1,0.4,56
441,62,0,20,-8.706616334610862,32,33,1,0.4,33
442,28,0,54,-7.33101919255509,34,38,0,0.6,34
443,20,1,51,-6.704185006872394,34,37,0,0.6,34
444,27,0,-0,-0.49191609403651143,13,12,0,0.6,13
445,63,0,56,-29.26687438377174,30,34,0,0.6,30
446,18,1,78,8.993501776234089,62,68,1,0.4,68
447,40,0,41,-12.26702947707289,28,31,0,0.6,28
448,45,0,75,10.38481166424031,70,76,0,0.6,70
449,21,1,58,4.779957482320093,49,54,0,0.6,49
450,31,0,27,-1.6068774633119498,27,29,0,0.6,27
451,29,1,55,11.616652750716085,59,63,0,0.6,59
452,60,1,48,-12.4925170369505,47,50,0,0.6,47
453,60,1,42,-4.719926922515966,51,54,1,0.4,54
454,30,1,64,-4.082855938492357,48,53,0,0.6,48
455,32,1,42,14.83276361802041,57,60,0,0.6,57
456,51,0,50,-23.146991886066285,27,31,0,0.6,27
457,24,0,43,3.0040173145556857,37,39,0,0.6,37
458,44,0,36,-5.704412043248565,34,36,0,0.6,34
459,56,1,19,0.6961773946230708,43,44,1,0.4,44
460,28,1,59,0.24497453729596952,49,53,0,0.6,49
461,60,1,60,-8.452083846026492,57,61,0,0.6,57
462,52,0,52,12.781109267680522,65,68,1,0.4,68
463,52,0,72,3.475678558444212,65,71,1,0.4,71
464,48,0,26,-1.9609044813002212,35,36,1,0.4,36
465,19,0,38,3.001390342555246,32,34,0,0.6,32
466,54,0,36,-8.201404418063007,37,39,0,0.6,37
467,37,0,62,14.7545075977829,64,69,0,0.6,64
468,39,1,49,-7.005453729503275,42,45,1,0.4,45
469,27,0,66,8.190357922429472,55,60,0,0.6,55
470,60,0,56,20.73606219755569,79,83,0,0.6,79
471,41,0,44,-9.85437541735988,33,36,0,0.6,33
472,19,0,21,12.219080926437186,32,33,1,0.4,33
473,61,0,61,1.3920922465396321,62,67,0,0.6,62
474,53,0,69,14.065392325447153,75,80,1,0.4,80
475,48,0,60,-3.9355235739441605,50,55,1,0.4,55
476,38,0,50,6.227715817608156,50,54,1,0.4,54
477,37,1,26,-9.496926953774361,27,28,0,0.6,27
478,41,0,103,7.098285810815941,79,88,1,0.4,88
479,30,1,41,-4.566713607047614,36,39,1,0.4,39
480,21,1,53,-13.70044267793972,28,32,0,0.6,28
481,25,0,78,2.755457448336304,54,61,0,0.6,54
482,59,0,21,12.126910226602686,52,53,0,0.6,52
483,34,0,50,12.101010869875225,54,58,0,0.6,54
484,39,1,58,-6.224910738710367,47,52,1,0.4,52
